tag,category,count,insert_mode
"kamiyama shiki, summer pockets, 1girl, floating hair, fang, fake horns, aqua eyes, blue eyes, eyelashes, red hair, very long hair, straight hair, tassel hair ornament, ponytail, blunt bangs, center-flap bangs, twin braids, hairclip, small breasts, pink kimono, school uniform, hooded kimono, pink kimono, white shirt, school uniform, wide sleeves, yellow tassel, long sleeves, black ascot",4,191,phrase
"kamiyama tenko, kamisama kazoku",4,35,phrase
"kamizaki risa, amagami, 1girl, brown eyes, brown hair, long hair, blunt bangs, kibito high school uniform, kibito high school uniform",4,319,phrase
"kamizono shinobu, gal gun (series), 1girl, blue eyes, long hair, black hair, red hairband, hair bell, hair ribbon, medium breasts, school uniform, school uniform, black thighhighs, black footwear, white dress, puffy short sleeves, wind lift",4,31,phrase
"kamo noritoshi, jujutsu kaisen",4,72,phrase
"kamoi (kancolle), kantai collection, 1girl, blue eyes, hair between eyes, thick eyebrows, white hair, long hair, folded ponytail, sidelocks, large breasts, sideboob, ainu clothes, ainu clothes, cropped jacket, black thighhighs, long sleeves, headband, bandana",4,1441,phrase
"kamoi tsubame, uchi no maid ga uzasugiru!, 1girl, brown eyes, eyepatch, brown hair, short hair, large breasts, navel, sweat, collarbone, abs, muscular",4,50,phrase
"kamomura ayane, original",4,33,phrase
"kamonohashi (girls und panzer), girls und panzer",4,45,phrase
"kamori sayaka, original, 1girl, nun, nun, skin tight, purple eyes, long hair, black hair, purple hair, large breasts, thighs, ass, thigh boots, elbow gloves, shiny clothes, purple bodysuit, thighhighs, impossible bodysuit, black thighhighs, habit, tentacles, habit",4,106,phrase
"kampfer (mobile suit), gundam, no humans, holding gun, single horn, glowing eye, mobile suit, mobile suit, one-eyed, zeon, mecha",4,134,phrase
"kamui (gintama), gintama, 1boy, blue eyes, long hair, orange hair, red hair, single braid, ahoge, hair over shoulder, chinese clothes, chinese clothes",4,257,phrase
"kamui (gyee), gyee, 1boy, mature male, black eyes, thick eyebrows, black hair, short hair, spiked hair, thick thighs, navel, bandaid on nose, ainu clothes, skirt, necklace, bara, thick arms, muscular male, manly, large pectorals, abs, fundoshi, stubble, long sideburns, biceps, fundoshi, gauntlets",4,34,phrase
"kamui (punishing: gray raven), punishing: gray raven",4,65,phrase
"kamui gakupo, vocaloid, 1boy, blue eyes, purple hair, long hair, very long hair, ponytail",4,1565,phrase
"kamukura izuru, danganronpa (series), 1boy, red eyes, hair between eyes, black hair, very long hair, long hair, collared shirt, black jacket, white shirt, black necktie, long sleeves, formal, formal",4,1404,phrase
"kamura (rain prophet), original, 1girl, mole under mouth, grey eyes, black eyes, hair over one eye, mole above eye, black hair, short hair, two-tone hair, long bangs, large breasts, medium breasts, mole on breast, black pantyhose",4,54,phrase
"kamura reiri, kaibutsu oujo, 1girl, fangs, red eyes, black hair, long hair, school uniform, school uniform, vampire",4,80,phrase
"kamuro (mon-musu quest!), mon-musu quest!",4,35,phrase
"kan'u (koihime musou), koihime musou, 1girl, yellow eyes, brown eyes, black hair, very long hair, side ponytail, large breasts, bare shoulders",4,233,phrase
"kan'u unchou, ikkitousen, 1girl, shiny skin, blue eyes, grey eyes, hair over one eye, very long hair, purple hair, antenna hair, black hair, low-tied long hair, large breasts, cleavage, navel",4,662,phrase
"kan-e-senna, final fantasy, 1girl, horns, green eyes, blonde hair, short hair, hair ornament, large breasts, cleavage, choker, necklace",4,40,phrase
"kan kanna, link! like! love live!, 1girl, brown eyes, long hair, black hair, blonde hair, gradient hair, light blue hair, twintails, parted bangs, sidelocks, blunt bangs, long sleeves, voice actor, voice actor, half updo",4,65,phrase
"kana (bunny garden), bunny garden, 1girl, rabbit ears, fake animal ears, green eyes, hair between eyes, brown hair, long hair, twin braids, large breasts, cleavage, black vest, red skirt, pleated skirt, red bowtie, detached collar, bare shoulders, virtual youtuber, virtual youtuber, nontraditional playboy bunny, wrist cuffs, nontraditional playboy bunny",4,80,phrase
"kana (female) (fire emblem), fire emblem, 1girl, pointy ears, grey eyes, hair between eyes, single hair bun, grey hair",4,202,phrase
"kana (fire emblem), fire emblem, 1girl, pointy ears, grey eyes, single hair bun, grey hair, white hair",4,322,phrase
"kana (haguhagu), original",4,41,phrase
"kana (haibane), haibane renmei, 1girl, angel, angel wings, short hair, halo, wings, wings, rounded corners",4,73,phrase
"kana (idoly pride), idoly pride, 1girl, grey eyes, grey hair, short hair, sidelocks, long bangs, blunt bangs, long sleeves, earrings",4,41,phrase
"kana (male) (fire emblem), fire emblem, 1boy, pointy ears, teeth, grey eyes, white hair, spiked hair, grey hair, kimono, armor, kimono, scarf, gloves, hagoita",4,143,phrase
"kana (master of eternity), master of eternity",4,39,phrase
"kana (throtem), original",4,46,phrase
"kana anaberal, touhou, 1girl, yellow eyes, blonde hair, short hair, elbow gloves, blue dress, white gloves, sun hat, hat ribbon, white headwear, frilled apron, white apron, hat bow, puffy short sleeves, red ribbon",4,493,phrase
"kanabako misora, assault lily, 1girl, hand up, blue eyes, hair between eyes, grey hair, long hair, very long hair, ahoge, low twintails, sidelocks, small breasts, medium breasts, sweat, yurigaoka girls academy school uniform, white shirt, long sleeves, bare shoulders, neck ribbon, bare arms",4,65,phrase
"kanada toshu, bacchikoi!, 1boy, teeth, red eyes, red hair, short hair, baseball uniform, baseball uniform, white shirt",4,117,phrase
"kanade izuru, holostars, 1boy, ear piercing, purple eyes, hair between eyes, slit pupils, black hair, short hair, lightning bolt hair ornament, hairclip, black jacket, purple shirt, hooded jacket, spiked collar, black collar, long sleeves, virtual youtuber, virtual youtuber, black nails, earrings, handprint",4,419,phrase
"kanade izuru (1st costume), holostars, 1boy, ear piercing, hair between eyes, purple eyes, slit pupils, black hair, short hair, lightning bolt hair ornament, hairclip, thigh strap, black jacket, hooded jacket, purple shirt, padded jacket, two-sided jacket, short shorts, open jacket, denim shorts, spiked collar, black collar, hood up, cat hood, virtual youtuber, virtual youtuber, black nails, earrings, handprint",4,85,phrase
"kanade kotonoha, rikei ga koi ni ochita no de shoumeishitemita",4,33,phrase
"kanade rindou, shin subarashiki kono sekai",4,42,phrase
"kanade suzu, ayakashi triangle, 1girl, purple eyes, short hair, purple hair, hairclip, medium breasts, thighs",4,100,phrase
"kanae (18th costume) (nijisanji), nijisanji, 1girl",4,16,phrase
"kanae (1st costume) (nijisanji), nijisanji",4,35,phrase
"kanae (8th costume) (nijisanji), nijisanji, 1boy, ear piercing, blue eyes, hair between eyes, grey eyes, mole under eye, brown hair, long hair, low ponytail, ahoge, ponytail, grey sweater, turtleneck sweater, black jacket, aran sweater, open jacket, long sleeves, sleeves past wrists, virtual youtuber, virtual youtuber, necklace",4,73,phrase
"kanae (nijisanji), nijisanji, 1boy, ear piercing, blue eyes, hair between eyes, grey eyes, mole under eye, brown hair, long hair, medium hair, ahoge, low ponytail, long sleeves, virtual youtuber, virtual youtuber",4,857,phrase
"kanae (sekaiju), sekaiju no meikyuu, 1girl, blue eyes, goggles on head, long hair, blonde hair, brown hair, side ponytail, medium breasts, large breasts, navel, sweat",4,56,phrase
"kanae (tsukiman), original, 1girl, ear piercing, red eyes, blue hair, very long hair, rabbit hair ornament, twintails, hair bow, hairclip, small breasts, collarbone, black bikini, black bow, sleeves past wrists, bare shoulders, black nails, nail polish",4,239,phrase
"kanagata sugumi, alice gear aegis, 1girl, blue eyes, hair between eyes, brown hair, short hair, sidelocks, medium breasts, collarbone",4,55,phrase
"kanaka, shigofumi, 1girl, yellow eyes, white hair, grey hair, shako cap, cape, thighhighs, skirt, staff, satchel",4,66,phrase
"kanako (maid gari), maid_gari, dress, maid_apron, pink_hair, white_apron, frilled_apron, hair_bow, 1girl, 1990s_(style), panties, maid_headdress, maid, bow, long_sleeves, retro_artstyle, ribbon, frills, apron, green_eyes, sidelocks",4,30,phrase
"kanakubo homare, starry sky (game)",4,32,phrase
"kaname buccaneer, macross, 1girl, blue eyes, hair between eyes, short hair, red hair, medium breasts",4,574,phrase
"kaname junko, mahou shoujo madoka magica, 1girl, mature female, purple eyes, purple hair, short hair, large breasts, collarbone, lipstick",4,262,phrase
"kaname madoka, mahou shoujo madoka magica, 1girl, pink eyes, pink hair, short hair, short twintails, hair ribbon, hair bow, white gloves, magical girl, magical girl",4,25106,phrase
"kaname madoka (haregi ver.), mahou shoujo madoka magica, 1girl, pink eyes, hair between eyes, pink hair, short hair, short twintails, sidelocks, twintails, hair ribbon, pink kimono, pink kimono, white gloves, print kimono, red ribbon, long sleeves, wide sleeves, dot nose, han'eri, obi, yellow sash, red sash, hagoita",4,54,phrase
"kaname madoka (magical girl), mahou shoujo madoka magica, 1girl, pink eyes, pink hair, short hair, short twintails, hair bow, white gloves, bubble skirt, puffy short sleeves, magical girl, magical girl",4,439,phrase
"kaname raana, bang dream!, 1girl, heterochromia, blue eyes, yellow eyes, white hair, medium hair, short hair, black shirt, white shirt",4,1020,phrase
"kaname tatsuya, mahou shoujo madoka magica",4,259,phrase
"kaname tomohisa, mahou shoujo madoka magica",4,155,phrase
"kanamori maria, kiratto pri chan, 1girl, blue eyes, long hair, brown hair, light brown hair, double bun, two side up, navel",4,62,phrase
"kanamori reiko, wrestle angels, 1girl, green eyes, brown hair, short hair, double bun, bun cover, medium breasts, thighs, legs, thigh boots, wrestling outfit, yellow leotard, chinese clothes, wrestling outfit, yellow leotard, thighhighs",4,54,phrase
"kanamori sayaka, eizouken ni wa te wo dasu na!, 1girl, blue eyes, eyewear on head, glasses, over-rim eyewear, long hair, black hair, asymmetrical bangs, freckles, school uniform, sanpaku",4,482,phrase
"kanan (genjitsu no yohane), genjitsu no yohane",4,39,phrase
"kanan (kanan-sama), kanan-sama wa akumade choroi, 1girl, demon girl, skin fang, pointy ears, hair horns, red horns, sweatdrop, rabbit ears, pink eyes, red eyes, slit pupils, pink hair, two-tone hair, colored inner hair, streaked hair, light blue hair, hair intakes, bob cut, twintails, hair ribbon, large breasts, huge breasts, cleavage, thighs, sweat, collarbone, strapless leotard, bare shoulders, detached collar, black ribbon, playboy bunny, playboy bunny",4,58,phrase
"kanaria, rozen maiden, 1girl, green eyes, green hair, drill hair, long sleeves, twin drills",4,751,phrase
"kanase kanon, strike the blood, 1girl, cat ears, cat tail, blue eyes, short hair, grey hair, silver hair, ass, saikai academy school uniform, serafuku",4,57,phrase
"kanaya azami, ukagaka, 1girl, fox girl, fox ears, fox tail, wolf tail, wolf ears, blue eyes, long hair, black hair, large breasts, medium breasts, ass, sweat, black thighhighs",4,50,phrase
"kanayama nao, original, 1girl, brown eyes, brown hair, long hair, hair bow, large breasts, sweat",4,59,phrase
"kanbara akihito, kyoukai no kanata",4,89,phrase
"kanbara satomi, saki, 1girl, black eyes, short hair, red hair, tsuruga school uniform, tsuruga school uniform",4,159,phrase
"kanbara takuya, digimon, 1boy, brown eyes, goggles on headwear, goggles on head, brown hair, short hair, red jacket, backwards hat, short sleeves, shota",4,84,phrase
"kanbaru suruga, monogatari (series), 1girl, brown eyes, short hair, black hair, blue hair, medium breasts, bandages, naoetsu high school uniform",4,1005,phrase
"kanbayashi mizuki, amakano, 1girl, heterochromia, blue eyes, grey eyes, purple eyes, mole under eye, short hair with long locks, long hair, brown hair, short hair, hair intakes, large breasts, medium breasts, sweat, school uniform",4,42,phrase
"kanbayashi shiori, bernard-jou iwaku., 1girl, black eyes, long hair, black hair, blunt bangs, school uniform, school uniform, collared shirt, pleated skirt",4,104,phrase
"kanbe kotori, rewrite, 1girl, floating hair, green eyes, hair between eyes, eyes visible through hair, eyelashes, brown hair, very long hair, wavy hair, long hair, twin braids, ahoge, sidelocks, hair flower, school uniform, kazamatsuri institute high school uniform, school uniform, kazamatsuri institute high school uniform",4,423,phrase
"kanda aoi, osu! tatakae! ouendan",4,45,phrase
"kanda mizuki, original",4,303,phrase
"kanda momo, wonder momo, 1girl, blue eyes, brown hair, long hair, ass, white panties, short dress, belt",4,73,phrase
"kanda saki, tsurezure children",4,40,phrase
"kanda shouichi, nijisanji",4,53,phrase
"kanda yui, joreibu no mikado-san",4,68,phrase
"kanda yuu, d.gray-man, 1boy, blue eyes, long hair, black hair, ponytail, black order uniform",4,185,phrase
"kaneda shoutarou (akira), akira (manga), 1boy, black hair, short hair, red jacket, boots",4,206,phrase
"kaneki ichika, tokyo ghoul, 1girl, heterochromia, red eyes, hair between eyes, short hair, two-tone hair, black hair, grey hair, child",4,159,phrase
"kaneki ken, tokyo ghoul, 1boy, heterochromia, red eyes, short hair, white hair, grey hair, black sclera",4,1151,phrase
"kaneko lumi, phase connect, 1girl, blue eyes, hair between eyes, blonde hair, long hair, double bun, large breasts, cleavage, halo, virtual youtuber, virtual youtuber",4,100,phrase
"kanel (master of eternity), master of eternity",4,59,phrase
"kanemoto akari, noble works, 1girl, floating hair, green eyes, hair between eyes, blonde hair, very long hair, long hair, hair bow, large breasts, school uniform, long sleeves, white ribbon",4,43,phrase
"kanemoto hisako, shinryaku! ikamusume, 1girl, blue eyes, short hair, blonde hair, long hair",4,103,phrase
"kaneshiro matoi, original, 1boy, shiny skin, pointy ears, hair between eyes, blue eyes, eyelashes, pink hair, very long hair, twintails, sidelocks, two side up, hair bow, hairclip, navel, red bow, long sleeves",4,80,phrase
"kaneshiro sora, tenshi no 3p!, 1girl, yellow eyes, brown eyes, short hair, blonde hair, brown hair, ahoge",4,30,phrase
"kaneshiya sitara, alice gear aegis, 1girl, dark-skinned female, green eyes, brown hair, long hair, large breasts, cleavage, bare shoulders",4,189,phrase
"kang hansung, ceo and bodyguard",4,37,phrase
"kangaskhan, pokemon",4,170,phrase
"kani aji-chan, original, 1girl, black eyes, brown hair, short hair, fish hair ornament, barefoot, blue shirt, oversized shirt, no pants, print shirt, long sleeves, no sclera, fish",4,32,phrase
"kani kanizawa, atelier live, 1girl, purple eyes, red hair, hair rings, hairclip, virtual youtuber, virtual youtuber",4,65,phrase
"kani nayuta, imouto sae ireba ii, 1girl, blue eyes, long hair, silver hair, grey hair, very long hair, ahoge, swept bangs, hair scrunchie, medium breasts, large breasts, navel, collarbone, blue scrunchie",4,115,phrase
"kanie (precure), precure, 1girl, red eyes, long hair, red hair, twintails, two side up, hair bow, navel, school uniform, school uniform, brown shorts, brown sailor collar, blouse",4,58,phrase
"kanie seiya, amagi brilliant park",4,72,phrase
"kanihai, kemono friends, 1girl, fox girl, fox ears, animal ear fluff, fox tail, extra ears, yellow eyes, long hair, multicolored hair, grey hair, orange hair, twintails, hat, gloves, ribbon, necktie, virtual youtuber, virtual youtuber, animal costume, animal costume",4,50,phrase
"kanikama (character), original, 1boy, blue eyes, v-shaped eyebrows, brown hair, short hair, sweat, serafuku, long sleeves",4,80,phrase
"kaniko (tsukumo sana), hololive, 1girl, dark-skinned female, yellow eyes, very long hair, light brown hair, blonde hair, planet hair ornament, twintails, sidelocks, large breasts, sideboob, elbow gloves, white gloves, halterneck, bare shoulders, limiter (tsukumo sana)",4,180,phrase
